재배유형,날짜,요일,추천작업,작업설명,이시기_주의사항
여름재배,2026-06-14,일,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-15,월,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-16,화,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-17,수,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-18,목,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-19,금,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-20,토,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-21,일,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-22,월,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-23,화,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-24,수,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-25,목,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-26,금,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-27,토,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-28,일,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-29,월,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-06-30,화,제초 & 북주기 · 배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"장마철 배수 관리 필수, 역병·습해 주의(장기 침수 시 단시간에 부패 진행) / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-01,수,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-02,목,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-03,금,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-04,토,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-05,일,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-06,월,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-07,화,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-08,수,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-09,목,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-10,금,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-11,토,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-12,일,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-13,월,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-14,화,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-15,수,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-16,목,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-17,금,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-18,토,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-19,일,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-20,월,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-21,화,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-22,수,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-23,목,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-24,금,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-25,토,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-26,일,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-27,월,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-28,화,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-29,수,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-30,목,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-07-31,금,배수·병해충 방제 & 건조제 살포,장마철 습해·역병 주의.,"고온다습 장마 배수관리, 역병·무름병·습해 주의 / 덩이줄기 비대기: 칼슘 부족 상태에서 급성장 시 중심공동(속 빈 증상) 발생 주의"
여름재배,2026-08-11,화,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-08-12,수,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-08-13,목,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-08-14,금,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-08-15,토,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-08-16,일,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-08-17,월,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-08-18,화,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
여름재배,2026-08-19,수,수확,,"고온·태풍 대비 배수관리, 출현율 저하 주의 / 수확 시 마찰·고온으로 열개(표면 갈라짐) 발생 가능 — 온도 높으면 서둘러 수확"
