서비스ID,서비스명,서비스분야,서비스목적요약,지원내용,선정기준,소관기관명,소관기관유형,부서명,사용자구분,신청기한,신청방법,접수기관,전화문의,상세조회URL,조회수,_매칭키워드
429000000754,황기 수매장려금 지원사업,농림축산어업,황기재배농가에 수매장려금 지원,○ 황기 수매장려금 지원,,강원특별자치도 정선군,시군구,농업정책과,개인,매년 1월 중(정선군 농정시책 참고) ,방문신청,,정선군 시설국 농업정책과/033-560-4411,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/429000000754,533,"농업,농가"
429000000756,재래봉 경쟁력제고 지원,농림축산어업,양봉농가 등에 재래봉 종봉 및 꿀 용기 구입비의 50% 지원,○ 재래봉 종봉 및 꿀 용기 구입비의 50% 지원,,강원특별자치도 정선군,시군구,유통축산과,개인,접수기관 별 상이,방문신청,,시설국 유통축산과/033-560-2392,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/429000000756,552,농가
429000000761,귀농인 정착 지원,주거·자립,신규농업인에게 영농기반조성 및 주택수리비 지원,○ 영농기반조성 및 주택수리비 지원,,강원특별자치도 정선군,시군구,농업기술센터,개인,상시신청,방문신청,,농업기술센터 사회지도팀/033-560-2856,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/429000000761,790,"귀농,농업,영농"
429000000763,농기계 현대화 지원사업,농림축산어업,"농가에 중소형 농기계, 농산물 건조기 등 구입비 지원","○ 중소형 농기계 및 동력운반차, 다목적 농산물 건조기 구입비 50% 지원",,강원특별자치도 정선군,시군구,농업정책과,개인,매년 1월 중(정선군 농정시책 참고),방문신청,,정선군 시설국 농업정책과/033-560-2258,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/429000000763,812,"농업,농가"
430000000144,친환경 우렁이 지원,농림축산어업,친환경농산물 인증 농가에 우렁이 지원,친환경농산물 생산에 필요한 농자재인 우렁이를 친환경 인증 농가에 지원,,강원특별자치도 철원군,시군구,농업기술과,개인,상시신청,방문신청,,농산양정/033-450-5381,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/430000000144,628,"농업,농가"
430000000149,귀농인 농가주택설계비 지원,주거·자립,귀농인에게 농가주택설계비 지원,○ 귀농인 농가주택설계비 지원,,강원특별자치도 철원군,시군구,농업정책과,개인,매년 상·하반기 공고 후 접수,방문신청,,농업교육팀/033-450-5372,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/430000000149,869,"귀농,농업,농가"
432000000094,토양개량제 지원,농림축산어업,"유효규산 함량이 낮은 농경지 및 산성토양에 토양개량제(규산, 석회)를 공급함으로써 토양개량",○ 규산질 및 석회질 비료,"○ 「농어업경영체 육성 및 지원에 관한 법률」제4조에 따라 농업경영정보를 등록한 농업경영체로써 토양개량제(규산, 석회) 공급신청서를 작성하여 농지소재지 읍․면․동에 토양개량제 공급을 신청한 자",농림축산식품부,중앙행정기관,첨단기자재종자과,개인,3년 1주기 첫해의 전년도 1~2월 또는 사업 전년도 1~2월,방문신청,주민센터,해당지역 주민센터/000-000-0000,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/432000000094,19633,"농업,농지"
432000000231,귀농 정착지원,농림축산어업,전입한 귀농인에게 기반조성 지원,"농업생산기반조성, 소규모 농기계 구입 등 양구군 농업기술센터에서 추진하고 있는 농업관련 보조사업",,강원특별자치도 양구군,시군구,농업정책과,개인,매년 1월,방문신청,,농업정책과 농촌지원/033-480-7622,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/432000000231,727,"귀농,농업"
432000000248,취약농가 영농도우미 지원,농림축산어업,취약농가에 농작업 영농 도우미 지원,"○ 사업대상 : 농업경영체등록 확인서상 경작면적 2ha이하로 양구군에 사업시행년도 1월 1일기준 1년(12개월)이상 영농에 종사한 자중 
     1)75세이상 고령농업인
     2) 여성단독 농업인
     3) 심한장애 농업인
     4) 불의의 사고(농작업, 교ㅕ통, 재해 등)로 전치 8주이상의 부상으로 당해 사업년도 영농기(3~11월)에 영농활동이 불가한 농업인

○ 사업내용 : 기초농작업(경운, 정지, 모심기, 벼베기) 비용 일부 지원

○ 지원한도 : 농가당 500,000원/년(1회)",,강원특별자치도 양구군,시군구,농업정책과,개인,상시신청,방문신청,,농업정책과/033-480-7640,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/432000000248,583,"농업,영농,농가"
433000000132,농업인력 지원,농림축산어업,농업인 전체를 대상으로 농업인 안전보험 지원,○ 농작업 중 발생하는 신체 상해 보상을 통해 산재보험 가입 대상에서 제외된 농업인 보호 및 안정적인 영농수행 지원,,강원특별자치도 인제군,시군구,농정과,개인||가구||소상공인||법인/시설/단체,상시신청,신청불필요,,농업기술센터 농정과/033-460-2255||농업기술센터 농정과/033-460-4743,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/433000000132,865,"농업,영농"
434000000109,귀농인 농기자재 지원,농림축산어업,귀농인에게 주요품목 농기자재 지원,"○ 귀농인 주요사업관련 농기자재 지원 (관리기 등 소형농기계류, 비닐하우스, 저온저장고, 포장재, 농업용 관정 등)",,강원특별자치도 고성군,시군구,농정과,개인,2025.01.13~2025.02.07,방문신청,,농업정책과 농촌개발팀/033-680-3405,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/434000000109,698,"귀농,농업"
439000000838,과수농가 영농장비 지원,농림축산어업,과수재배 농업인 등에게 영농장비 지원,"○ 고품질 과수 생산을 위한 영농장비 지원
 - 지원기종 : 동력운반차 등",,충청북도 충주시,시군구,친환경농산과,개인,2026.01.01~2026.01.31,방문신청,,친환경농산과/043-850-5770||친환경농산과/043-850-5772,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/439000000838,739,"농업,영농,농가"
439000000839,청년창업농 농지 임차료 지원,농림축산어업,"청년농업인에게 농지, 재배시설 등 임차료 지원","○ 지원대상 : 충주시에 거주하는 만 18세 ∼ 50세 미만, 경영체 등록 5년 이하 청년농업인(예정자 포함)

○ 지원내용 : 농지, 농산물 재배시설 등 임차료의 70% 지원(최대 연 500만원 이내 지원)

○ 지원기간 : 지원대상자 선정 이후 최대  6년간 지원",,충청북도 충주시,시군구,농정과,개인,상시신청,방문신청,,농정과/043-850-5713,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/439000000839,783,"농업,농지"
439000000840,농림축산물 가격안정 지원,농림축산어업,농림축산물 농가에 가격 안정 지원,"○ 지원대상 : 충주시 내에서 경작, 사육한 농림축산물 사과, 고추, 복숭아, 밤, 한우 중 계통출하한 경우

○ 지원내용 : 대상품목의 도매시장 가격이 기준가격보다 낮을 경우 차액 지원
 - 농가당 최대 2백만원 이내 지원",,충청북도 충주시,시군구,농정과,개인,상시신청,방문신청,,충주시청 농정과/043-850-5712,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/439000000840,636,농가
439000000879,전입자 맞춤 안내 서비스,주거·자립,전입자들이 꼭 알아야 할 유용한 정보를 한 곳에서 확인,"○ 충주시로 전입한 주민들이 충주시에 정착 후 생활하는데 필요한 유용한 정보를 담아 실생활에 도움을 주고자 제공
○ 충주생활안내 책자에는 시의 기본현황 및 충주의 비전과 주요 시책을 설명하고 여권, 도로명주소, 부동산거래신고, 무인민원발급기 현황 등 ‘생활민원 분야’와 노인복지시설, 보건소 사업, 귀농·귀촌 안내 등을 수록한 ‘의료·복지 분야’ 등 총 13개 분야의 내용을 담음",,충청북도 충주시,시군구,기획예산과,개인,상시신청,방문신청,,충주시/0000,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/439000000879,3909,"귀농,귀촌"
439000000883,청년농업인 선도농가 실습지원,농림축산어업,청년농업인 및 선도농가에게 연수수당 교육훈련비 지원,"청년농업인과 선도농가(영농경력 5년이상 우수농업인 등)를 매치하여 청년농업인에게 영농기술 및 경영 마케팅 등 단계별 실습기회를 제공하고
연수수당 및 교육훈련비를 지원",,충청북도 충주시,시군구,농정과,개인,상시신청,방문신청,,농정과/043-850-5721,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/439000000883,102,"농업,영농,농가"
440000000102,엽연초 재배농가 영농자재 등 지원,농림축산어업,엽연초 재배 농가에 멀칭필름 등 영농자재 지원,"○ 관내 엽연초 재배농가 멀칭필름, 곁순억제제, 냉해방지제 영농자재 등 지원",,충청북도 제천시,시군구,유통축산과,개인,상시신청,방문신청,,유통축산과/043-641-6853,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/440000000102,619,"영농,농가"
440000000107,과수 농기계 지원,생활안정,"과수 농가에 SS기, 고소작업차 등 농기계 지원","○ 신청자 중 대상자를 선정하여 SS기, 고소작업차 지원",,충청북도 제천시,시군구,유통축산과,개인,2026. 2. 6.까지,방문신청,,유통축산과/043-641-6853,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/440000000107,768,농가
440000000115,외국인계절근로자 도입 운영 지원,농림축산어업,해외에서 계절근로 초청된 외국인과 인력수요농가의 매칭,"○ 만 20세 이상 50세 이하 외국인계절근로자
 - 제천시에 주소를 두고 결혼 후 2년 이상 경과한 이주여성의 가족 및 계절근로 MOU체결 지자체",,충청북도 제천시,시군구,농업정책과,개인,상시신청,방문신청,,농업정책과/043-641-6802,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/440000000115,968,"농업,농가"
440000000134,원예작물 생산농가 멀칭필름 지원,농림축산어업,원예 농작물 생산농가에 멀칭필름 지원,○ 원예작물 생산농가 멀칭필름 지원,,충청북도 제천시,시군구,유통축산과,개인,상시신청,방문신청,,유통축산과/043-641-6852,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/440000000134,591,"농가,농작물"
440000000148,과수노력 절감생산 장비지원(보조),농림축산어업, ○  과수농가에 노동력을 절감할 수 있는 과수용 농기계 지원 ,"○ 지원대상 : 과수재배 농업인, 농업법인 등 (관내 거주하며 과수재배를 0.5ha 이상 경작하는 농업인)
 ○ 지원기종 : 3종(동력제초기<승용형>, 동력운반차, 전동전지가위)
   - 세부계획
     ✔ 동력제초기 : 17,000천원/대 기준 8,500천원/대 정액 지원
     ✔ 동력운반차 : 4,800천원/대 기준 2,400천원/대 정액 지원
     ✔ 전동전지가위 : 3,000천원/대 기준 사업비의 50% 지원",,충청북도 제천시,시군구,유통축산과,개인,2026. 2. 6.까지,방문신청,,제천시 유통축산과/043-641-6853,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/440000000148,422,"농업,농가"
440000000149,농특산물포장재지원,농림축산어업,농특산물포장재 지원,"□ 사업개요
   ❍ 사업기간 : 2025. 1. ~ 2025. 12.
   ❍ 지원대상 : 영농조합법인, 작목반, 생산단체 등
   ❍ 지원품목 : 골판지 상자
   ❍ 대상작물 : 과실류, 채소류, 과채류, 특작류 등 
   ❍ 예 산 액 : 400,000천원 
   ❍ 사 업 비 : 800,000천원(보조금 400,000, 자부담 400,000) 
   ❍ 보조비율 : 보조 50%, 자담 50%",,충청북도 제천시,시군구,유통축산과,법인/시설/단체,2024.01.22~2024.02.23,방문신청,,유통축산과/043-641-6052,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/440000000149,580,영농
442000000113,고품질 과수생산 지원,농림축산어업,과수재배 농가에 영농자재 구입비 일부 지원,"○ 관내 주소를 둔 0.1ha 이상 과수재배 농업인에 생산자 단체(농협)을 통하여 과실 품질향상 비료 및 과수재배용 유기질비료, 과일봉지, 반사필름, 냉해피해 경감제 구입비 일부(50%) 지원
○ 관내 주소를 둔 0.2ha 이상 과수재배 농업인에 생산자 단체(농협)을 통하여 과수생리활서농자재 구입비 일부(50%) 지원",,충청북도 보은군,시군구,스마트농업과,개인,매년 1월중,방문신청,,보은군청 스마트농업과/043-540-3348,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/442000000113,720,"농업,영농,농가"
442000000117,측조시비기 지원,농림축산어업,벼 재배 농업인에게 측조시비기 구입비 일부 지원,○ 관내 주소를 둔 0.1ha 이상 벼 재배 농업인에 측조시비기 구입비 일부(50%)지원,,충청북도 보은군,시군구,스마트농업과,개인,20260105-20260120,방문신청,,보은군청 스마트농업과/043-540-3322,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/442000000117,562,농업
442000000125,귀농(귀촌)인 유치 정착 지원,주거·자립,"귀농귀촌인에게 정착자금, 농기계, 생활자재, 영농자재 등의 구입 지원","○ 귀농인 정착자금 지원
 - 300만원(경작면적 3천㎡ 이상 6천㎡ 미만)
 - 500만원(경작면적 6천㎡ 이상)

○ 귀농인 농지구입 세제지원 : 200만원 한도내 농지 취득세 지원

○ 귀농인 농기계 구입 : 500만원 한도 내 농기계구입 자금 지원

○ 귀농귀촌인 생활자재 구입지원 : 20만원 한도 내 생활자재 구입 지원

○ 귀농인 영농자재 구입지원 : 100만원 한도내 영농자재 구입 지원",,충청북도 보은군,시군구,스마트농업과,개인,"매년 1월, 7월",방문신청,,보은군청 스마트농업과/043-540-3403,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/442000000125,838,"귀농,귀촌,농업,영농,농지"
442000000648,야생동물 피해보상 지원,생활안정,    - 농작물 피해 및 인명피해 보상금 지원,연 1농가당 피해보상금 500만원 한도 내에서 지원,,충청북도 보은군,시군구,환경위생과,개인,2026-07 ~ 2026-11,방문신청,,보은군청(환경위생과)/043-540-3254,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/442000000648,354,"농가,농작물"
